Scientist,University,Degree,isPostGrad
2918a50f-2d7c-4c3b-9530-b9e0462f7938,National Tsing Hua University,master’s degree computer science 4.13 out of 4.3,TRUE
36f57e5e-9769-4398-b496-3bbabd158924,University of Melbourne,master's degree computer science,TRUE
6b938871-31c2-4239-b92e-c00b84e16c8a,City University of New York,"master of science (ms) data analytics, data science",TRUE
a69abcc1-d3ec-4169-85a7-2626c50f8039,Uppsala universitet,"master of science, m.sc (& b.sc) sociotechnical systems engineering",TRUE
6f2d6142-47f6-4261-b5d8-05ae79b44bed,Cornell University,doctor of philosophy (ph.d.) mathematics,TRUE
06902252-47be-4bef-b0cc-3aeb41be113e,University of New Brunswick,doctor of philosophy (ph.d.) statistics,TRUE
ef821b70-7591-46c3-be35-eeb882471e35,KTH Royal Institute of Technology,master of science (msc) machine learning,TRUE
ef821b70-7591-46c3-be35-eeb882471e35,KTH Royal Institute of Technology,master of science (msc) engineering materials science,TRUE
fb72cd29-c028-48cf-9787-31376edb5ab2,The University of Texas at Dallas,doctor of philosophy (ph.d.) cognition and neuroscience,TRUE
b86acc46-0d93-4056-8fac-c024fa3a0e57,KTH Royal Institute of Technology,master’s degree machine learning,TRUE
d66dc3b3-4598-43ed-8477-a02992688232,The University of Winnipeg,master’s degree computer science a+,TRUE
db90ab15-ca33-4db9-a854-1360cb206384,Tilburg University,msc mathematical economics and econometric methods,TRUE
9e1c31d4-0e2f-48e1-a1bd-9e381a9d02e0,University of Delaware,master's degree information system and technology management 3.95,TRUE
d79c079b-e787-42ef-ab95-3a07952a9f63,University of Tehran,ph.d. in biomedical engineering medical image analysis,TRUE
d79c079b-e787-42ef-ab95-3a07952a9f63,Daneshgah-e-Sanati-e-Khaje Nasir-ul-Din Toosi,m.sc. in biomedical engineering modelling,TRUE
43530023-31f6-43d1-aee1-1d75da44f0f6,UCL,doctor of philosophy (ph.d.) financial computing (school of engineering),TRUE
43530023-31f6-43d1-aee1-1d75da44f0f6,University of Southampton,msc corporate and security management distinction,TRUE
f8b791b1-6169-4ecc-86de-f9de00053524,Master studies at Faculty of Organizational Sciences,master’s degree business intelligence,TRUE
fd088dd7-ca6b-4c84-8a78-53766da722a1,University of San Francisco,master's degree data science,TRUE
f8f1556c-f3d3-4ed1-9e97-8d4443c188cb,Virginia Tech,master's degree information technology,TRUE
35cd0fb6-e2f7-4c0e-9746-f9c98ae0d417,The Ohio State University Fisher College of Business,master business administration,TRUE
35cd0fb6-e2f7-4c0e-9746-f9c98ae0d417,Columbia Engineering,m.s. chemical engineering,TRUE
581eb1ea-e780-44dd-8e5f-2be1f24f4b5b,Santa Clara University,"master of science electrical engineernig - robotics, mechatronics & controls",TRUE
e462f544-c5a4-4860-ac1a-abd4a67e3f18,Temple University,master of education (med) therapeutic recreation/recreational therapy,TRUE
066a6db2-17ea-42cf-8e39-5b69211e26f2,Université Victor Segalen (Bordeaux II),master's degree neurobiologie et neurosciences 13/20,TRUE
7bd62aa3-795e-4d1f-84b5-3f976b84d5e4,Monash University,phd computer science,TRUE
1b66d37b-b6d7-4d02-9110-1b24f918e091,Saint Petersburg State Technological University of Communication Systems,"master's degree with honors electronics engineering, mathematical statistical signal processing",TRUE
1e2a5c76-d02a-4146-8942-fcc078955984,Massachusetts Institute of Technology,doctor of philosophy - phd geophysics,TRUE
b259a01d-c007-4544-ad8c-da665e0ed7ac,QUT (Queensland University of Technology),master's degree data science,TRUE
b259a01d-c007-4544-ad8c-da665e0ed7ac,University of the Witwatersrand,master of business administration - mba investments and securities,TRUE
44e45fa5-a562-4be2-afe1-90831ba7e762,University of Technology Sydney,masters of information technology data science,TRUE
5b19ee08-b1ac-44a7-9002-f05d1a2b1053,Oregon State University,m.s. geography,TRUE
d495f638-bcdc-460b-9927-c6a8e0f9e193,Ludwig-Maximilians Universität München,"master of science - ms physics 1.02, with distinction",TRUE
972b14d6-825d-4c84-8e8c-5359e7afdf91,Rand Graduate School,phd economic analysis/policy analysis,TRUE
c4737ccf-54cc-4c1a-8b30-4d081442da84,Université de Strasbourg,master's degree speciality software and knowledge engineering,TRUE
c4737ccf-54cc-4c1a-8b30-4d081442da84,The Manchester Metropolitan University,doctor of philosophy - phd computer science,TRUE
391c24bb-424e-4348-a98f-627ba510e69c,Cornell University,doctor of philosophy (phd) operations research,TRUE
f74978b1-a65a-4cd3-8dff-869fc83b717c,University of Michigan - School of Information,masters data science,TRUE
22e387d8-0477-4c98-984d-434563960b00,The University of Chicago,master of science (msc) analytics 4.0/4.0,TRUE
8d138b3e-a816-4a37-9dd6-1959c8436f7b,Columbia University in the City of New York,master of arts (m.a.) statistics,TRUE
49859a07-bd3e-45dd-99c4-a551a026666e,"Science and Research University, Tehran, Iran.",doctor of philosophy (ph.d.) systems identification and modelling,TRUE
49859a07-bd3e-45dd-99c4-a551a026666e,Ferdowsi University of Mashhad,master's degree control systems engineering,TRUE
7a42e173-2d62-4dd9-b88b-17582f823e44,Stanford University,m.s. management science and engineering (decision & risk analysis),TRUE
404e002e-da0e-4172-acd0-c84b99af9f80,Universität Hildesheim,master's degree data analytics,TRUE
1dc2dfad-a341-4ec1-860c-09e76a8a71fe,The University of Texas at Arlington,master's degree computer science,TRUE
f07e39fc-629b-43a6-91fb-30d75ea86620,University of Washington,master of science - ms data science 3.89,TRUE
b2339e48-59ec-4d62-8b2d-05f45aecafdd,Stanford University,master's degree technology policy,TRUE
c96bc24b-4c50-497b-9636-992d9520cda7,University of Southampton,doctor of philosophy (phd) ocean and earth science,TRUE
1e59b43a-ae21-4dc2-a420-a4d9acddfa87,City University London,master’s degree data science pass with merit,TRUE
1e59b43a-ae21-4dc2-a420-a4d9acddfa87,"City, University of London",master’s degree advanced social research methods and statistics pass,TRUE
846fb4fa-3224-48cd-9e00-1a75406be174,The Hebrew University of Jerusalem,ph.d. statistics,TRUE
846fb4fa-3224-48cd-9e00-1a75406be174,The Hebrew University,m.sc. statistics and operations reseach cum laude,TRUE
9c35caaa-a459-43e1-8798-0c9691098ca7,Monash University,doctor of philosophy (phd) computer science first-class honour,TRUE
88e49cff-20e5-4b07-b887-b6cf29751200,University of Illinois at Urbana-Champaign,doctor of philosophy (ph.d.) electrical and computer engineering,TRUE
88e49cff-20e5-4b07-b887-b6cf29751200,University of Toronto,master's degree electrical and computer engineering,TRUE
2aade857-f8e0-4d22-9e8f-00f21d51d3be,慶応義塾大学 / Keio University,master of science (m.s.) physics,TRUE
85b9e7da-6742-46ab-af7c-82efbf589557,University of Toronto,master’s degree mechanical and industrial engineering 3.85/4,TRUE
ec990c6b-4205-4ca3-8914-8a11224462e8,University of Toronto,master of engineering - meng emphasis in analytics,TRUE
6b29adaf-84f5-4c15-b61e-a92b7fe5ab12,Indian Institute of Science,master of engineering (meng) electrical engineering technologies/technicians 7.3/8 in course work 8/8 in dissertation project,TRUE
b41d998a-8c28-4c34-a696-751e2067a941,Monash University,master's degree information technology 3.625 gpa,TRUE
8d6fa341-c90e-462e-8e79-ab4dea3208e9,University of Alabama in Huntsville,doctor of philosophy (phd) biotechnology science & engineering,TRUE
8d6fa341-c90e-462e-8e79-ab4dea3208e9,University of Alabama in Huntsville,master of science (ms) biology,TRUE
683e2811-431b-4e2c-8d37-1813798b7599,California Science and Technology University,master's degree artificial intelligence and data science,TRUE
683e2811-431b-4e2c-8d37-1813798b7599,"Institute of Physics, Chinese Academy of Sciences, Beijing",ph.d condensed matter physics,TRUE
683e2811-431b-4e2c-8d37-1813798b7599,University of Science and Technology Beijing,master's degree metal physics,TRUE
8dd8b76f-94dd-46d4-a7e3-1dff2d59e75f,Simon Fraser University,master of science (m.sc.) computing science (big data),TRUE
8dd8b76f-94dd-46d4-a7e3-1dff2d59e75f,Simon Fraser University,doctor of philosophy (ph.d.) bioengineering and biomedical engineering,TRUE
8dd8b76f-94dd-46d4-a7e3-1dff2d59e75f,K.N.Toosi University of Technology,master of science (msc) bioengineering and biomedical engineering,TRUE
d901b2cd-ed0a-4149-8032-43b6704e7bae,"University of California, Berkeley",master of science - ms information management and systems,TRUE
d901b2cd-ed0a-4149-8032-43b6704e7bae,Balaji Institute of Modern Management,master of business administration (mba) graduated with honors,TRUE
d25eb62e-4da7-498b-9f0c-296d09697bc5,Michigan State University - The Eli Broad College of Business,master of science - ms business analytics,TRUE
d51a3850-be98-4ad5-a80e-fdc4255ad756,University of Wisconsin-Madison,ms statistics (biometry),TRUE
d51a3850-be98-4ad5-a80e-fdc4255ad756,University of Wisconsin-Madison,ms soil science,TRUE
e1d6c99f-989d-4684-8ba7-cfe3f140b5b9,"Birla Institute of Technology and Science, Pilani",master of science - ms big data analytics,TRUE
f1698620-5287-49da-af39-05c6c5e9b7dc,University of Leeds,master of science (msc) geographical information systems distinction,TRUE
affd63b4-f630-48e8-97ba-e3cd2dc386ce,The Australian National University,phd statistics,TRUE
affd63b4-f630-48e8-97ba-e3cd2dc386ce,Macquarie University,mstat statistics,TRUE
49103a2c-9c88-4451-a23f-cc0adcb878d3,The University of Texas at Dallas,master of science - ms business analytics,TRUE
aa45ff1a-1479-4ce3-b886-8a2626510833,The London School of Economics and Political Science (LSE),master of science (msc) economics,TRUE
24ad2cf3-9d9c-4605-91a9-1f5303570e42,Stellenbosch University,master of commerce (mcom) actuarial science,TRUE
54d25855-2add-4f41-8b9e-d7f62d7a2bf0,University of Toronto,m.a. economics,TRUE
f1f3ab08-5f5a-483e-8254-4e8dc309fe51,University of Cambridge,master's degree advanced computer science graduated with distinction,TRUE
f1f3ab08-5f5a-483e-8254-4e8dc309fe51,Delft University of Technology,"doctor of philosophy (ph.d.) computer science, complex networks, network science, networking cum laude (top 5% of the phd graduates in the netherlands)",TRUE
f1f3ab08-5f5a-483e-8254-4e8dc309fe51,Ss. Cyril and Methodius University in Skopje,"master's degree software engineering gpa 10.0/10, summa cum laude, top 1/of 50",TRUE
44e99ac1-b890-4d8c-8c14-6288f29721df,HEC Montréal,master of science - ms international supply chain management,TRUE
8926596d-de0e-4220-af3c-9e3093fb518e,Stanford University,doctor of philosophy (ph.d.) electrical engineering,TRUE
8926596d-de0e-4220-af3c-9e3093fb518e,Massachusetts Institute of Technology,m.eng electrical engineering,TRUE
1daa22ac-b6ad-4c56-9956-760d4bcc9cf3,ETH Zürich,"master of science (m.sc.) information systems, statistics and bioinformatics",TRUE
63d387b6-5fad-4550-95c9-b67fffb18926,The Ohio State University,master of science (m.s.) statistics,TRUE
394f6eb8-6693-48ad-a9f4-a8c41df5a968,National University of Sciences and Technology (NUST),master’s degree computer science,TRUE
b87eb71f-bfdf-43c3-85c7-d60ba8be8212,Université Paris-Saclay,master's degree computer science - data & knowledge track 16.4/20,TRUE
12f516fb-52ff-4ac3-9576-8de9995fadba,The Australian National University,masters actuarial statistics,TRUE
12f516fb-52ff-4ac3-9576-8de9995fadba,Curtin University,masters accounting,TRUE
1e58391b-16b2-4a06-b3ab-194dee6c62d0,University of Melbourne - Melbourne Business School,master of business analytics first class honours,TRUE
aa20d3a9-c7aa-4516-8725-2394ca557395,Tilburg University,msc mathematical economics and econometric methods,TRUE
23561cc4-6453-4430-a4f3-52939ee71f47,University of Michigan,master's degree,TRUE
83d18c2a-17c2-4ab1-ad6f-1c2e83a2af9e,"Indian Institute of Management, Calcutta",master’s degree pgdba- business analytics and data science,TRUE
83d18c2a-17c2-4ab1-ad6f-1c2e83a2af9e,"Indian Institute of Technology, Kharagpur",master’s degree pgdba- business analytics and data science,TRUE
83d18c2a-17c2-4ab1-ad6f-1c2e83a2af9e,Indian Statistical Institute,master’s degree pgdba- business analytics and data science,TRUE
23e62ca6-90bc-4561-8eef-9c340601795b,Georgia Institute of Technology,master of science - ms analytics (in progress),TRUE
23e62ca6-90bc-4561-8eef-9c340601795b,The Australian National University,master of economics econometrics and quantitative economics,TRUE
a56b108c-e9b6-4490-a297-02e1ffa2622e,Stony Brook University,master of science (m.s.) statistics,TRUE
a56b108c-e9b6-4490-a297-02e1ffa2622e,Rutgers University,phd candidate/master of science (m.s.) analytical & computational chemistry,TRUE
d3c38fb4-c042-4a50-a790-246784bcaf3b,University of Arkansas,master of science - ms industrial engineering 3.9,TRUE
915fb6bd-2da0-4d9f-b949-c279bd86b56a,University at Buffalo,doctor of philosophy (ph.d.) electrical engineering,TRUE
4d02d5f1-ed0d-4f60-ab71-c93861542ab6,The University of Queensland,doctor of philosophy (phd) computer science,TRUE
4d02d5f1-ed0d-4f60-ab71-c93861542ab6,Sambalpur University,master's degree computer science honours with distinction,TRUE
43dfb479-b37f-44ab-853b-4efad954cfe0,The University of Edinburgh,master of science - msc business analytics,TRUE
13d6c6c7-7633-4665-9e5c-1955dfc55351,University of North Carolina at Chapel Hill,doctor of philosophy (ph.d.) statistics and operations research,TRUE
13d6c6c7-7633-4665-9e5c-1955dfc55351,Rutgers University,master's degree mathematical finance 4.00/4.00,TRUE
8e4fd61d-3093-4c61-befc-293011cc51bc,Monash University,master of business information systems decision analytics,TRUE
13913a84-2dba-4f23-a7b3-c041de7df9aa,Tampere University of Technology,master of science (msc) engineering/industrial management,TRUE
94587243-1fd8-4db0-8a18-ce18a7cf6553,The Johns Hopkins University,doctor of philosophy (phd) atmospheric physics,TRUE
94587243-1fd8-4db0-8a18-ce18a7cf6553,Peking University,master's degree environmental science,TRUE
3ce049c9-f73a-424b-9bc9-c01de1021327,Monash University,master's degree maintenance management and reliability engineering hd,TRUE
b9948afe-6c4d-4d8b-b8b3-2965a5336b0f,The University of Chicago,master of science (m.sc.) computer science 3.78/4.0,TRUE
b9948afe-6c4d-4d8b-b8b3-2965a5336b0f,Penn State University,doctor of philosophy (ph.d.) neuroscience 3.73/4.00,TRUE
633fad11-cddc-423a-a0f8-a0f118c3df91,New Mexico State University,"doctor of philosophy (ph.d.) biology, minor: applied statistics",TRUE
633fad11-cddc-423a-a0f8-a0f118c3df91,Columbia University in the City of New York,master of arts (m.a.) ecology and evolutionary biology,TRUE
309c4db3-c515-42b5-9e02-7d6885faf47b,Eidgenössische Technische Hochschule Zürich,doctor of philosophy (ph.d.) environmental science,TRUE
309c4db3-c515-42b5-9e02-7d6885faf47b,University of Minnesota-Twin Cities,master's degree analytical chemistry,TRUE
4c785781-0f58-48a9-9f02-8003be2beb28,New York University,master's degree applied mathematics (specialization in financial engineering) 3.92/4.0,TRUE
60c776d7-215a-438b-bd87-85a6a5b24603,Georgia Institute of Technology,master of science computer science,TRUE
aacd8dae-d1c1-48ce-9765-03ffa2565996,Western University,master of science statistics 90,TRUE
3e6a3020-27e3-4f54-b450-b3e2b615a231,Arizona State University,master's degree computer engineering,TRUE
58685f1c-62d2-4035-8898-b58b8b749968,Massachusetts Institute of Technology,master’s degree transportation engineering,TRUE
58685f1c-62d2-4035-8898-b58b8b749968,University of Washington,master's degree applied mathematics,TRUE
b1f61ae7-80d1-4497-9268-d775ea30504b,Technion - Israel Institute of Technology,master’s degree statistics,TRUE
e04f1b6b-0f4b-4282-b075-d6a8792380a1,The University of Edinburgh,master of science (msc) data science distinction,TRUE
e04f1b6b-0f4b-4282-b075-d6a8792380a1,Aristotle University of Thessaloniki (AUTH),diploma (m.eng) electrical and computer engineering 8.05/10,TRUE
e04f1b6b-0f4b-4282-b075-d6a8792380a1,University of Leuven,erasmus exchange programme master of energy,TRUE
2760a09c-199a-4501-b853-937a4b1fe23a,RMIT University,master applied science in information technology,TRUE
1bed5d9b-731c-4053-bd18-b6d85b9c030c,National University of Singapore,master of science statistics,TRUE
34beca9b-b8ba-4a8c-8c84-1a38858900bb,Penn State University,ph.d. chemical engineering 4.00 gpa,TRUE
34beca9b-b8ba-4a8c-8c84-1a38858900bb,Brigham Young University,"bs, ms chemical engineering",TRUE
3255d646-525d-4d41-8b29-ca406b8240e9,Georgia Institute of Technology,master's degree computer science,TRUE
3255d646-525d-4d41-8b29-ca406b8240e9,Seattle University,master’s degree business analytics/data science 3.89/4.00,TRUE
2ce2c8ac-9550-4a60-aaff-28b50bcb6274,Kyoto University,master of science - ms medical informatics,TRUE
a54da520-eaeb-46ee-8c07-1a51baf7d3a9,Università degli Studi di Firenze,master’s degree computer engineering 110/110,TRUE
a54da520-eaeb-46ee-8c07-1a51baf7d3a9,University of Oulu,master's degree computer science and engineering,TRUE
f213fb37-50a7-40e4-a83f-4560fa93cbf3,"University of California, Los Angeles",master of science - ms business analytics,TRUE
b92bce85-faf1-4734-9133-afe6896c00eb,Texas A&M University,doctor of philosophy (phd) industrial engineering,TRUE
ba29a33a-ac1d-499f-82b8-bbc00cad6b8c,University of Oxford,dphil engineering science biomedical/medical machine learning,TRUE
ba29a33a-ac1d-499f-82b8-bbc00cad6b8c,University of Oxford,master of science (msc) applied statistics,TRUE
ba29a33a-ac1d-499f-82b8-bbc00cad6b8c,North Carolina State University,master of science (msc) operations research,TRUE
64d6329d-80bf-4c7f-85c5-1bc3b2399fc2,Columbia University in the City of New York,master of arts (m.a.) statistics,TRUE
0cd2985c-bbac-45df-af48-50645ac795ca,UCL,master of science - ms machine learning distinction,TRUE
c382fb46-f55c-4bb9-bb8f-3a3c933820c2,University,master's degree applied economics gpa 3.9,TRUE
735d55da-79ff-426f-ba48-d4523c1a607b,University of Niš,master of science - ms electrotechnics and computer science,TRUE
acb8ecaa-94d4-4b24-a84c-7848c665183f,New York University,master’s degree data science,TRUE
114447e9-a08a-4604-b707-a098e9825616,Ecole centrale de Paris,"master of science (m.sc.), engineering applied mathematics with data science specialization",TRUE
114447e9-a08a-4604-b707-a098e9825616,ESSEC Business School,msc data sciences and business analytics,TRUE
87257964-515b-48c5-aaab-c1106046e992,"Indian Institute of Technology, Hyderabad",master of technology m.tech in data science,TRUE
61bbcdae-9efb-4345-8fb3-8cb767509845,Tel Aviv University,master of science - ms industrial engineering,TRUE
fae4bdd9-662b-46d1-81f1-2e3d29e568fb,Simon Fraser University,"master of science - ms computer science, big data",TRUE
c052fc9f-e007-473a-9634-77df136ff19a,University of Melbourne,"doctor of philosophy (ph.d.) electrical, electronics and communications engineering",TRUE
af494838-6897-4ce7-b7b2-df1423981bf5,"University of California, Los Angeles","doctor of philosophy (phd) molecular biology - immunity, microbes, and molecular pathogenesis (immp)",TRUE
af494838-6897-4ce7-b7b2-df1423981bf5,"University of California, San Francisco",master's degree biomedical imaging,TRUE
af494838-6897-4ce7-b7b2-df1423981bf5,National Yang Ming University,master's degree microbiology and immunology,TRUE
173930e0-1179-40c5-a5ef-93715db4dc1b,Purdue University,doctor of philosophy (ph.d.) statistics,TRUE
8d020966-0442-45f1-aa5f-5a1597e7abff,University of Virginia,doctor of philosophy (phd) electrical and electronics engineering,TRUE
c98916f8-231f-4abb-abd3-cba7b6fe6137,Bar-Ilan University,master of science (msc) bioinformatics 93,TRUE
157f43ad-2ead-4d03-8285-aaa825fbd460,Saint Petersburg State University,phd sociology,TRUE
36080fe6-a10d-4ff7-9d3f-3fa0de7a9ed6,Audencia Nantes Ecole de Management,master in management contrôle de gestion,TRUE
36080fe6-a10d-4ff7-9d3f-3fa0de7a9ed6,Boston University,"business management project management, entrepreneurship, decison support systems and innovation.",TRUE
0050afec-b854-4ad2-a5c2-b94c485b0710,Chinese Academy of Sciences,doctor of philosophy (ph.d.) physics (engineering),TRUE
8ffb8078-5404-4e34-bc1b-f6d9c5cc8a88,Carnegie Mellon University - Tepper School of Business,master of business administration - mba financial engineering,TRUE
253e7b6b-3d58-49f7-98fe-b54655ec22c9,The Johns Hopkins University,master of science (ms) financial mathematics current 3.9/4.0,TRUE
92fc9808-61dc-4318-bab0-38f49744285d,King's College London,doctor of philosophy (phd) electrical and electronics engineering,TRUE
92fc9808-61dc-4318-bab0-38f49744285d,King's College London,master of science (msc) electronic engineering with business management,TRUE
a0a894a0-7f64-429c-9fe1-2077026b5b84,University of Calgary,master of science (msc) geophysics and seismology,TRUE
513327a5-7d76-4f26-848e-5c266e5f3e1e,University of Missouri-Columbia,doctor of philosophy (ph.d.) statistics,TRUE
513327a5-7d76-4f26-848e-5c266e5f3e1e,University of Missouri-Columbia,master of arts (m.a.) statistics,TRUE
f2954825-26ca-4acc-8899-549dcf6e49a2,Ball State University,master of art actuarial science g.p.a: 3.9/4.0,TRUE
f2954825-26ca-4acc-8899-549dcf6e49a2,Fudan University,master of science mathematics 3.7/4.0,TRUE
7a580ba4-d439-438b-a276-0966a24b2926,Georgia Institute of Technology,master of science - ms computer science,TRUE
046a98d3-45a9-4b57-9c8c-0a84811ce7ff,University of Rochester,master’s degree data science,TRUE
664a919d-5bc2-4330-968d-83b722206711,Imperial College London,doctor of philosophy (ph.d.) communications and signal processing,TRUE
664a919d-5bc2-4330-968d-83b722206711,Imperial College London,master's degree communications and signal processing distinction,TRUE
46411dc0-e660-4e0f-9454-239ffbe6d887,The Hebrew University of Jerusalem,m.sc food science,TRUE
9cdb6eed-ded3-4e34-bf42-064c55a16210,Purdue University,doctor of philosophy (ph.d.) mathematical/computational physics,TRUE
db69005a-0c4f-48ce-96e7-6e66496edbca,"University of California, Los Angeles",master of science - ms business analytics,TRUE
7c1fc82d-d93c-4711-8f36-c0b84d3c1dbb,University of Wisconsin-Madison,master’s degree statistics,TRUE
f922dc1b-483a-4fa5-8f39-2f1d8a787bf1,Georgia Institute of Technology,master of science - ms computer science,TRUE
55f3ba07-1c87-4a86-b6fb-772fe028decb,Professional Master's Program in Big Data at Simon Fraser University,msc in computing science big data,TRUE
f9351347-fd31-49d5-89a4-573f3fad7dee,Rutgers University,phd candidate physics,TRUE
f9351347-fd31-49d5-89a4-573f3fad7dee,Rutgers University-New Brunswick,master's degree statistics,TRUE
c36f7e98-a493-45ad-a262-04c19e655444,University of North Carolina at Chapel Hill,"master of science (ms) statistics, economics",TRUE
a12d5b4c-4891-4f9c-91d8-14046bfab9af,University of Kentucky,doctor of philosophy (ph.d.) elementary particle physics,TRUE
a12d5b4c-4891-4f9c-91d8-14046bfab9af,University of Kentucky,master's degree elementary particle physics,TRUE
d86f7d1a-6091-49c5-a82d-165d43639e45,UNSW Australia,doctor of philosophy (phd) computer science,TRUE
0a1ff78b-d493-4b9c-9fe2-bec79af549f5,The University of Texas at Austin,master of science (ms) marketing 3.5,TRUE
0a1ff78b-d493-4b9c-9fe2-bec79af549f5,ESCP Europe,masters in management 3.9,TRUE
3d7a50c6-c342-492d-9e30-9f37885b9274,Coventry University,master's degree data science and computational intelligence distinction,TRUE
a21b80c2-f12d-4bcc-b5a3-cbd61307ec0a,Simon Fraser University,master's degree big data,TRUE
ed7da76d-649a-4d90-8770-7232d31b3436,Stanford University,master’s degree statistics,TRUE
ebed6f04-90d5-42fc-b21d-7224a5f741c4,Tel Aviv University,"m.sc management information systems, general a",TRUE
ba8b98a5-7c5c-47e7-ae3a-556d27b673b2,Imperial College London,master's degree statistics merit,TRUE
ba8b98a5-7c5c-47e7-ae3a-556d27b673b2,Lancaster University,masters in science (msci) mathematics 1st class honours,TRUE
0eac56bd-0612-4b7d-960d-07051f6402ac,University of South Australia,phd computer and information science,TRUE
0eac56bd-0612-4b7d-960d-07051f6402ac,University of Melbourne,phd engineering,TRUE
0eac56bd-0612-4b7d-960d-07051f6402ac,University of Tehran,master's degree information technology management,TRUE
2b2e18b1-7a4c-48ec-9d22-171090462a7d,Dublin Business School,master's degree data analytics,TRUE
2b2e18b1-7a4c-48ec-9d22-171090462a7d,University College Dublin,master’s degree engineering/industrial management 3.26,TRUE
7cca2656-9578-453a-b664-878a2416d273,"University of California, Berkeley",master of arts - ma statistics,TRUE
52942baa-5836-4b8a-9339-d1c4fdc47599,Fundação Getúlio Vargas,master of business administration (mba) business administration,TRUE
80ad98d1-3ef3-48ac-a7c0-8e85e5fda442,New York University,master of science - ms applied statistics for social science research,TRUE
4acf6848-d03c-4885-a21f-c5c1d62b2d32,SKEMA Business School,post master's financial markets and computer science,TRUE
4acf6848-d03c-4885-a21f-c5c1d62b2d32,American University,post master's international business/trade/commerce,TRUE
4acf6848-d03c-4885-a21f-c5c1d62b2d32,Université Paris Dauphine,master in business informatics - (m.sc. level) computer engineering and management,TRUE
26cd710a-6c7e-4847-aa35-01eb0d733ceb,La Trobe University,doctor of philosophy (phd) mathematics,TRUE
37cc7b2a-5323-4397-ae2c-18ff89d13d0e,Bharathiar University,"master's degree business/commerce, general 65",TRUE
1b5cf122-ca77-47a4-aba1-1a5891d2307d,North Carolina State University,doctor of philosophy (ph.d.) statistics 4.00,TRUE
db7d097f-ca8f-4454-8b87-53c481d9594b,Ivey Business School at Western University,master of science (m.sc.),TRUE
ada15168-6df0-4064-b198-578827638430,King's College London,master of science - ms intelligent systems distinction,TRUE
ada15168-6df0-4064-b198-578827638430,Birla Institute of Technology and Science,master of science (tech.) information systems,TRUE
ba74d89f-06f9-4d1b-bff9-bde1d1346f30,University of Pennsylvania,ph.d. applied mathematics 3.83/4.0,TRUE
ba74d89f-06f9-4d1b-bff9-bde1d1346f30,University of Pennsylvania - The Wharton School,m.a. statistics,TRUE
333f4d56-92e0-4016-b5ad-86e099291221,McGill University,master of engineering (thesis) electrical and computer engineering 3.83/4.0,TRUE
5e13f976-a5b3-4749-a863-340400ce9128,Worcester Polytechnic Institute,master of science (ms) financial mathematics,TRUE
6df5f164-2955-4b61-b5b0-d9df9a972b9d,McGill University,master of arts (ma) economics,TRUE
b0fb68f6-fbd8-4e61-bfc8-bef40ce044dc,"Indian Institute of Technology, Guwahati",master of technology (m.tech) computer science,TRUE
ef068f61-1b94-47c9-a036-0c632c68856f,University of Sydney,master's degree master of data science wam=80.2,TRUE
ef068f61-1b94-47c9-a036-0c632c68856f,University of Wollongong,master of engineering (m.eng.) telecommunications engineering,TRUE
2e5edd57-888a-4332-998c-78505e68f1db,Université du Québec à Chicoutimi,master en informatique informatique,TRUE
d238032b-0443-46e0-b3ea-a9e89fac952e,Columbia University in the City of New York,msc financial engineering 4.12,TRUE
d238032b-0443-46e0-b3ea-a9e89fac952e,CentraleSupelec,msc applied math,TRUE
24a78a46-22f2-4c39-81a5-3ab9fce40b90,Universität Osnabrück,master's degree cognitive science,TRUE
cb1cde56-abcb-461f-a455-92ffd2ff0cd2,Jagiellonian University,phd candidate cognitive science,TRUE
cb1cde56-abcb-461f-a455-92ffd2ff0cd2,Jagiellonian University,master's degree computer science,TRUE
f6fbb545-cacb-4a0f-91d4-f57ede0afd1f,RMIT University,doctor of philosophy (phd) computer science,TRUE
c069d4e2-30fd-4e65-b2f9-6e30b95216f2,The University of Sheffield,phd astrophysics,TRUE
c069d4e2-30fd-4e65-b2f9-6e30b95216f2,University of Bath,mphys physics 2:1,TRUE
6c58357d-a4bd-476a-90ee-4d1040e69147,North-West University/Noordwes-Universiteit,master of science (m.sc.) bmi - business analytics,TRUE
80da118a-d117-4089-9060-0545214d48b4,UC Berkeley School of Information,master of information & data science,TRUE
6e5bae9e-b4fe-4b3a-bab2-38f8eaa83c0e,Rice University,doctor of philosophy - phd ecology and evolutionary biology,TRUE
6a01e30a-b84f-4a12-9a2a-8157d732d41e,University of Toronto,doctor of philosophy (ph.d.) ecology and evolutionary biology,TRUE
fcbaeeea-a592-4f3c-b6b2-a90fb66fee93,Technical University Munich,master of science (ms) computational science and engineering,TRUE
f6b6d3a0-e008-45fc-b338-479ca67c62c3,Tel Aviv University,m.sc. industrial engineering,TRUE
50456a17-70de-482f-8fa5-0b5c85bc19b8,Duke University,phd management & organizations,TRUE
60de2f01-ce01-46e7-8d0e-5b64115298fb,"Indian Statistical Institute, Kolkata",master of technology (m.tech.) statistics and operation research 83.25%,TRUE
38e83d23-c139-47d9-8c0a-e11358d38c75,University of Valencia,master’s degree electrical and electronics engineering,TRUE
38e83d23-c139-47d9-8c0a-e11358d38c75,University of Valencia,master’s degree advanced physics,TRUE
31bfd570-a9e6-4f87-941a-f615c39632d4,Northwestern University,master's degree predictive analytics,TRUE
